municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Valdemorillo                                ;2020/04/13 07:00:00;15;119,83;26;207,7;1603  
Navalafuente                                ;2020/04/13 07:00:00;;138,03;;207,04;0941  
Velilla de San Antonio                      ;2020/04/13 07:00:00;22;179,8;52;424,98;1678  
Villanueva de la Cañada                     ;2020/04/13 07:00:00;18;83,94;68;317,09;1760  
Villanueva del Pardillo                     ;2020/04/13 07:00:00;12;69,85;59;343,42;1776  
Nuevo Baztán                                ;2020/04/13 07:00:00;7;111,54;24;382,41;1006  
Villamantilla                               ;2020/04/13 07:00:00;;0;7;485,77;1757  
Villamanta                                  ;2020/04/13 07:00:00;6;234,83;7;273,97;1744  
Cabanillas de la Sierra                     ;2020/04/13 07:00:00;;529,1;9;1190,48;0297  
Cenicientos                                 ;2020/04/13 07:00:00;;245,94;17;836,2;0376  
Puentes Viejas                              ;2020/04/13 07:00:00;;147,28;;294,55;9020  
Aranjuez                                    ;2020/04/13 07:00:00;130;218,1;359;602,28;0133  
Cercedilla                                  ;2020/04/13 07:00:00;31;441,22;69;982,07;0382  
Santorcaz                                   ;2020/04/13 07:00:00;;112,87;7;790,07;1369  
Coslada                                     ;2020/04/13 07:00:00;239;292,67;622;761,69;0493  
Morata de Tajuña                            ;2020/04/13 07:00:00;15;195,24;81;1054,28;0915  
Robregordo                                  ;2020/04/13 07:00:00;;0;;0;1261  
Navarredonda y San Mamés                    ;2020/04/13 07:00:00;;0;;775,19;0973  
Venturada                                   ;2020/04/13 07:00:00;;0;;46,23;1697  
Navacerrada                                 ;2020/04/13 07:00:00;;134,59;10;336,47;0936  
Montejo de la Sierra                        ;2020/04/13 07:00:00;;283,29;;283,29;0881  
Fresno de Torote                            ;2020/04/13 07:00:00;;135,07;13;585,32;0571  
Pinilla del Valle                           ;2020/04/13 07:00:00;;0;;0;1126  
Valdemaqueda                                ;2020/04/13 07:00:00;;256,08;;384,12;1599  
Navas del Rey                               ;2020/04/13 07:00:00;6;205,62;42;1439,34;0992  
Olmeda de las Fuentes                       ;2020/04/13 07:00:00;;0;;862,07;1013  
Bustarviejo                                 ;2020/04/13 07:00:00;;79,9;;199,76;0284  
Becerril de la Sierra                       ;2020/04/13 07:00:00;9;157,51;20;350,02;0186  
Fuenlabrada                                 ;2020/04/13 07:00:00;416;214,77;1200;619,51;0587  
Garganta de los Montes                      ;2020/04/13 07:00:00;;0;;288,18;0626  
Pinto                                       ;2020/04/13 07:00:00;52;99;174;331,26;1132  
Alameda del Valle                           ;2020/04/13 07:00:00;;0;;0;0035  
Berzosa del Lozoya                          ;2020/04/13 07:00:00;;975,61;;975,61;0203  
Los Santos de la Humosa                     ;2020/04/13 07:00:00;;154,44;18;694,98;1375  
El Álamo                                    ;2020/04/13 07:00:00;12;126,72;33;348,47;0040  
Pelayos de la Presa                         ;2020/04/13 07:00:00;;154,08;15;577,81;1090  
Galapagar                                   ;2020/04/13 07:00:00;48;142,26;129;382,31;0611  
Griñón                                      ;2020/04/13 07:00:00;22;213,2;59;571,76;0663  
Gargantilla del Lozoya y Pinilla de Buitrago;2020/04/13 07:00:00;;0;;949,37;0632  
Aldea del Fresno                            ;2020/04/13 07:00:00;;176,18;30;1057,08;0088  
Carabaña                                    ;2020/04/13 07:00:00;;149,25;11;547,26;0357  
Talamanca de Jarama                         ;2020/04/13 07:00:00;12;311,12;20;518,54;1454  
Chapinería                                  ;2020/04/13 07:00:00;;128,87;6;257,73;0513  
Ciempozuelos                                ;2020/04/13 07:00:00;29;117,92;139;565,22;0409  
Ajalvir                                     ;2020/04/13 07:00:00;;106,11;9;191;0029  
San Lorenzo de El Escorial                  ;2020/04/13 07:00:00;23;125,21;63;342,97;1317  
Gascones                                    ;2020/04/13 07:00:00;;0;;0;0647  
San Martín de la Vega                       ;2020/04/13 07:00:00;18;93,9;61;318,21;1322  
Móstoles                                    ;2020/04/13 07:00:00;604;288,74;1446;691,26;0920  
Leganés                                     ;2020/04/13 07:00:00;1120;589,91;2417;1273,04;0745  
Braojos                                     ;2020/04/13 07:00:00;;487,8;;975,61;0246  
Cubas de la Sagra                           ;2020/04/13 07:00:00;6;93,56;18;280,68;0506  
Algete                                      ;2020/04/13 07:00:00;43;208,63;81;392,99;0091  
Mejorada del Campo                          ;2020/04/13 07:00:00;66;283,58;149;640,2;0843  
Loeches                                     ;2020/04/13 07:00:00;20;227,51;47;534,64;0758  
Parla                                       ;2020/04/13 07:00:00;210;161,38;587;451,11;1065  
Fuentidueña de Tajo                         ;2020/04/13 07:00:00;;48,71;15;730,64;0604  
Ambite                                      ;2020/04/13 07:00:00;;506,76;6;1013,51;0112  
Torremocha de Jarama                        ;2020/04/13 07:00:00;;98,14;8;785,08;1533  
Anchuelo                                    ;2020/04/13 07:00:00;;157,36;7;550,75;0127  
Los Molinos                                 ;2020/04/13 07:00:00;15;341,76;36;820,23;0875  
Soto del Real                               ;2020/04/13 07:00:00;22;250,03;49;556,88;1441  
Valverde de Alcalá                          ;2020/04/13 07:00:00;;215,05;6;1290,32;1662  
Fuente el Saz de Jarama                     ;2020/04/13 07:00:00;13;194,15;20;298,69;0590  
Horcajo de la Sierra-Aoslos                 ;2020/04/13 07:00:00;;689,66;;2068,97;0702  
Valdeolmos-Alalpardo                        ;2020/04/13 07:00:00;;48,36;8;193,42;1625  
Campo Real                                  ;2020/04/13 07:00:00;14;225,44;21;338,16;0339  
Valdeavero                                  ;2020/04/13 07:00:00;;64,35;7;450,45;1564  
Villamanrique de Tajo                       ;2020/04/13 07:00:00;;142,25;;426,74;1739  
Cobeña                                      ;2020/04/13 07:00:00;9;121,16;29;390,41;0416  
Fresnedillas de la Oliva                    ;2020/04/13 07:00:00;;63,61;;190,84;0565  
Valdilecha                                  ;2020/04/13 07:00:00;;170,47;12;409,14;1659  
El Berrueco                                 ;2020/04/13 07:00:00;;657,89;7;921,05;0210  
Pezuela de las Torres                       ;2020/04/13 07:00:00;;0;;237,53;1111  
Villar del Olmo                             ;2020/04/13 07:00:00;;149,18;;198,91;1795  
Guadarrama                                  ;2020/04/13 07:00:00;45;280,69;85;530,19;0685  
San Martín de Valdeiglesias                 ;2020/04/13 07:00:00;17;200,97;51;602,91;1338  
Torrelodones                                ;2020/04/13 07:00:00;40;168,66;103;434,29;1527  
Boadilla del Monte                          ;2020/04/13 07:00:00;72;131,94;200;366,5;0225  
Torrejón de Velasco                         ;2020/04/13 07:00:00;;91,28;14;319,49;1505  
Villanueva de Perales                       ;2020/04/13 07:00:00;;255,92;;319,9;1782  
Tielmes                                     ;2020/04/13 07:00:00;;113,21;28;1056,6;1467  
San Sebastián de los Reyes                  ;2020/04/13 07:00:00;187;209,46;357;399,88;1343  
Guadalix de la Sierra                       ;2020/04/13 07:00:00;12;193,11;27;434,5;0679  
Humanes de Madrid                           ;2020/04/13 07:00:00;32;162,08;85;430,53;0730  
Chinchón                                    ;2020/04/13 07:00:00;11;206,34;23;431,44;0528  
Cadalso de los Vidrios                      ;2020/04/13 07:00:00;;32,91;;164,53;0318  
Hoyo de Manzanares                          ;2020/04/13 07:00:00;9;106,71;19;225,28;0724  
Torrejón de la Calzada                      ;2020/04/13 07:00:00;8;90,17;21;236,7;1492  
Estremera                                   ;2020/04/13 07:00:00;;238,1;;317,46;0552  
Corpa                                       ;2020/04/13 07:00:00;;0;6;841,51;0480  
Meco                                        ;2020/04/13 07:00:00;29;202,73;114;796,92;0838  
Madarcos                                    ;2020/04/13 07:00:00;;0;;0;0783  
Zarzalejo                                   ;2020/04/13 07:00:00;;180,94;;241,25;1837  
Arganda del Rey                             ;2020/04/13 07:00:00;121;218,45;272;491,07;0148  
Collado Mediano                             ;2020/04/13 07:00:00;7;100,6;12;172,46;0468  
Daganzo de Arriba                           ;2020/04/13 07:00:00;11;107,79;36;352,77;0534  
Manzanares El Real                          ;2020/04/13 07:00:00;14;158,37;28;316,74;0822  
Buitrago del Lozoya                         ;2020/04/13 07:00:00;;106,16;11;583,86;0278  
Valdelaguna                                 ;2020/04/13 07:00:00;;106,72;;106,72;1570  
Valdepiélagos                               ;2020/04/13 07:00:00;;0;;0;1631  
Casarrubuelos                               ;2020/04/13 07:00:00;;79,41;9;238,22;0360  
Miraflores de la Sierra                     ;2020/04/13 07:00:00;9;147,35;29;474,79;0856  
Paracuellos de Jarama                       ;2020/04/13 07:00:00;26;102,89;61;241,4;1049  
El Vellón                                   ;2020/04/13 07:00:00;;153,22;11;561,8;1684  
Lozoya                                      ;2020/04/13 07:00:00;;0;;172,12;0761  
Collado Villalba                            ;2020/04/13 07:00:00;120;188,45;260;408,3;0474  
Colmenarejo                                 ;2020/04/13 07:00:00;10;109,53;23;251,92;0442  
Villavieja del Lozoya                       ;2020/04/13 07:00:00;;0;;0;1821  
Prádena del Rincón                          ;2020/04/13 07:00:00;;0;;0;1179  
La Cabrera                                  ;2020/04/13 07:00:00;;187,48;9;337,46;0301  
Sevilla la Nueva                            ;2020/04/13 07:00:00;21;225,37;34;364,89;1415  
La Acebeda                                  ;2020/04/13 07:00:00;;0;;0;0014  
Redueña                                     ;2020/04/13 07:00:00;;0;;384,62;1219  
Robledillo de la Jara                       ;2020/04/13 07:00:00;;1250;;1250;1245  
La Serna del Monte                          ;2020/04/13 07:00:00;;0;;0;1381  
Colmenar de Oreja                           ;2020/04/13 07:00:00;9;112,05;21;261,45;0437  
Rozas de Puerto Real                        ;2020/04/13 07:00:00;;188,68;;188,68;1283  
Valdemanco                                  ;2020/04/13 07:00:00;;109,41;;109,41;1586  
Brunete                                     ;2020/04/13 07:00:00;10;93,14;50;465,72;0262  
Titulcia                                    ;2020/04/13 07:00:00;;76,16;;380,81;1473  
Villa del Prado                             ;2020/04/13 07:00:00;28;429,45;53;812,88;1718  
Lozoyuela-Navas-Sieteiglesias               ;2020/04/13 07:00:00;;230,95;;230,95;9015  
Quijorna                                    ;2020/04/13 07:00:00;;145,39;12;348,94;1198  
Valdemoro                                   ;2020/04/13 07:00:00;91;119,76;558;734,37;1610  
Tres Cantos                                 ;2020/04/13 07:00:00;138;289,17;254;532,25;9036  
Torrelaguna                                 ;2020/04/13 07:00:00;9;189,08;14;294,12;1512  
Rivas-Vaciamadrid                           ;2020/04/13 07:00:00;168;190,58;444;503,69;1230  
El Atazar                                   ;2020/04/13 07:00:00;;0;;0;0164  
Pedrezuela                                  ;2020/04/13 07:00:00;9;152,75;15;254,58;1087  
Santa María de la Alameda                   ;2020/04/13 07:00:00;;79,74;;79,74;1356  
Horcajuelo de la Sierra                     ;2020/04/13 07:00:00;;0;;0;0719  
Arroyomolinos                               ;2020/04/13 07:00:00;57;181,55;126;401,33;0151  
Moralzarzal                                 ;2020/04/13 07:00:00;26;199,6;52;399,2;0908  
Canencia                                    ;2020/04/13 07:00:00;;223,71;;223,71;0344  
Villarejo de Salvanés                       ;2020/04/13 07:00:00;12;163,6;33;449,9;1809  
Serranillos del Valle                       ;2020/04/13 07:00:00;11;264,11;25;600,24;1408  
Villaviciosa de Odón                        ;2020/04/13 07:00:00;40;143,7;148;531,7;1816  
Camarma de Esteruelas                       ;2020/04/13 07:00:00;7;95,42;35;477,1;0323  
Robledo de Chavela                          ;2020/04/13 07:00:00;9;210,77;12;281,03;1258  
Patones                                     ;2020/04/13 07:00:00;;554,53;;739,37;1071  
Navalagamella                               ;2020/04/13 07:00:00;;38,31;;191,57;0954  
Rascafría                                   ;2020/04/13 07:00:00;;180,29;;300,48;1202  
El Boalo                                    ;2020/04/13 07:00:00;14;186,47;24;319,66;0231  
Majadahonda                                 ;2020/04/13 07:00:00;99;137,83;337;469,19;0800  
Batres                                      ;2020/04/13 07:00:00;;59,38;8;475,06;0170  
Alcobendas                                  ;2020/04/13 07:00:00;226;193,1;494;422,08;0066  
Alcalá de Henares                           ;2020/04/13 07:00:00;463;236,65;2026;1035,53;0053  
Colmenar Viejo                              ;2020/04/13 07:00:00;146;287,67;251;494,56;0455  
San Fernando de Henares                     ;2020/04/13 07:00:00;117;296,71;301;763,34;1300  
Villalbilla                                 ;2020/04/13 07:00:00;11;79,26;81;583,66;1723  
El Escorial                                 ;2020/04/13 07:00:00;15;92,81;47;290,81;0549  
Colmenar del Arroyo                         ;2020/04/13 07:00:00;;0;;231,88;0421  
Torrejón de Ardoz                           ;2020/04/13 07:00:00;185;140,82;808;615,03;1489  
Piñuécar-Gandullas                          ;2020/04/13 07:00:00;;0;;0;1147  
Brea de Tajo                                ;2020/04/13 07:00:00;;381,68;;572,52;0259  
El Molar                                    ;2020/04/13 07:00:00;14;156,63;25;279,7;0869  
Belmonte de Tajo                            ;2020/04/13 07:00:00;;0;;120,19;0199  
Torres de la Alameda                        ;2020/04/13 07:00:00;19;244,25;57;732,74;1548  
Somosierra                                  ;2020/04/13 07:00:00;;1162,79;;1162,79;1436  
Alpedrete                                   ;2020/04/13 07:00:00;27;185,25;72;494;0105  
Orusco de Tajuña                            ;2020/04/13 07:00:00;8;643,09;16;1286,17;1028  
La Hiruela                                  ;2020/04/13 07:00:00;;1754,39;;1754,39;0698  
Cervera de Buitrago                         ;2020/04/13 07:00:00;;666,67;;1333,33;0395  
Getafe                                      ;2020/04/13 07:00:00;359;195,77;873;476,08;0650  
Ribatejada                                  ;2020/04/13 07:00:00;;127,71;;255,43;1224  
Villaconejos                                ;2020/04/13 07:00:00;;0;8;236,13;1701  
Valdetorres de Jarama                       ;2020/04/13 07:00:00;;88,95;12;266,84;1646  
Madrid-Retiro                               ;2020/04/12 07:00:00;376;315,13;1090;913,53;079603
Madrid-Salamanca                            ;2020/04/12 07:00:00;382;261,46;1137;778,21;079604
Madrid-Centro                               ;2020/04/12 07:00:00;313;232,11;784;581,4;079601
Madrid-Arganzuela                           ;2020/04/12 07:00:00;419;272,43;1138;739,91;079602
Madrid-Chamartín                            ;2020/04/12 07:00:00;433;296,88;1118;766,55;079605
Madrid-Tetuán                               ;2020/04/12 07:00:00;685;433,48;1553;982,77;079606
Madrid-Chamberí                             ;2020/04/12 07:00:00;385;276,23;1005;721,06;079607
Madrid-Fuencarral-El Pardo                  ;2020/04/12 07:00:00;965;392,37;2131;866,48;079608
Madrid-Moncloa-Aravaca                      ;2020/04/12 07:00:00;325;272,15;845;707,59;079609
Madrid-Latina                               ;2020/04/12 07:00:00;696;292,17;1880;789,19;079610
Madrid-Carabanchel                          ;2020/04/12 07:00:00;593;234,3;1809;714,74;079611
Madrid-Usera                                ;2020/04/12 07:00:00;327;234;1064;761,41;079612
Madrid-Puente de Vallecas                   ;2020/04/12 07:00:00;863;367,46;2334;993,8;079613
Madrid-San Blas - Canillejas                ;2020/04/12 07:00:00;399;252,3;1067;674,71;079620
Madrid-Barajas                              ;2020/04/12 07:00:00;126;257,43;332;678,31;079621
Madrid-Moratalaz                            ;2020/04/12 07:00:00;391;413,45;1020;1078,57;079614
Madrid-Ciudad Lineal                        ;2020/04/12 07:00:00;641;296,37;1596;737,92;079615
Madrid-Hortaleza                            ;2020/04/12 07:00:00;482;256,13;1310;696,12;079616
Madrid-Villaverde                           ;2020/04/12 07:00:00;318;213,5;1069;717,71;079617
Madrid-Villa de Vallecas                    ;2020/04/12 07:00:00;277;250,99;989;896,12;079618
Madrid-Vicálvaro                            ;2020/04/12 07:00:00;237;328,75;626;868,35;079619
Pozuelo de Alarcón                          ;2020/04/12 07:00:00;112;129,6;442;511,44;1150  
Alcorcón                                    ;2020/04/12 07:00:00;621;364,19;1232;722,52;0072  
Navalcarnero                                ;2020/04/12 07:00:00;36;122,88;117;399,34;0967  
San Agustín del Guadalix                    ;2020/04/12 07:00:00;23;171,91;39;291,5;1296  
Las Rozas de Madrid                         ;2020/04/12 07:00:00;224;233,79;481;502,01;1277  
Moraleja de Enmedio                         ;2020/04/12 07:00:00;6;116,82;18;350,47;0894  
Valdaracete                                 ;2020/04/12 07:00:00;;492,61;;821,02;1551  
Pozuelo del Rey                             ;2020/04/12 07:00:00;;0;;87,18;1163  
Puebla de la Sierra                         ;2020/04/12 07:00:00;;0;;0;1185  
Perales de Tajuña                           ;2020/04/12 07:00:00;;102,21;7;238,5;1104  
Valdemorillo                                ;2020/04/12 07:00:00;15;119,83;26;207,7;1603  
Navalafuente                                ;2020/04/12 07:00:00;;138,03;;207,04;0941  
Velilla de San Antonio                      ;2020/04/12 07:00:00;23;187,97;52;424,98;1678  
Villanueva de la Cañada                     ;2020/04/12 07:00:00;18;83,94;68;317,09;1760  
Villanueva del Pardillo                     ;2020/04/12 07:00:00;12;69,85;59;343,42;1776  
Nuevo Baztán                                ;2020/04/12 07:00:00;7;111,54;24;382,41;1006  
Villamantilla                               ;2020/04/12 07:00:00;;69,4;7;485,77;1757  
Villamanta                                  ;2020/04/12 07:00:00;6;234,83;7;273,97;1744  
Cabanillas de la Sierra                     ;2020/04/12 07:00:00;;529,1;9;1190,48;0297  
Cenicientos                                 ;2020/04/12 07:00:00;;196,75;17;836,2;0376  
Puentes Viejas                              ;2020/04/12 07:00:00;;147,28;;294,55;9020  
Aranjuez                                    ;2020/04/12 07:00:00;135;226,48;354;593,89;0133  
Cercedilla                                  ;2020/04/12 07:00:00;31;441,22;69;982,07;0382  
Santorcaz                                   ;2020/04/12 07:00:00;;112,87;7;790,07;1369  
Coslada                                     ;2020/04/12 07:00:00;241;295,12;620;759,24;0493  
Morata de Tajuña                            ;2020/04/12 07:00:00;15;195,24;81;1054,28;0915  
Robregordo                                  ;2020/04/12 07:00:00;;0;;0;1261  
Navarredonda y San Mamés                    ;2020/04/12 07:00:00;;0;;775,19;0973  
Venturada                                   ;2020/04/12 07:00:00;;0;;46,23;1697  
Navacerrada                                 ;2020/04/12 07:00:00;;134,59;10;336,47;0936  
Montejo de la Sierra                        ;2020/04/12 07:00:00;;283,29;;283,29;0881  
Fresno de Torote                            ;2020/04/12 07:00:00;;135,07;13;585,32;0571  
Pinilla del Valle                           ;2020/04/12 07:00:00;;0;;0;1126  
Valdemaqueda                                ;2020/04/12 07:00:00;;256,08;;384,12;1599  
Navas del Rey                               ;2020/04/12 07:00:00;6;205,62;42;1439,34;0992  
Olmeda de las Fuentes                       ;2020/04/12 07:00:00;;0;;862,07;1013  
Bustarviejo                                 ;2020/04/12 07:00:00;;79,9;;199,76;0284  
Becerril de la Sierra                       ;2020/04/12 07:00:00;10;175,01;20;350,02;0186  
Fuenlabrada                                 ;2020/04/12 07:00:00;404;208,57;1186;612,29;0587  
Garganta de los Montes                      ;2020/04/12 07:00:00;;0;;288,18;0626  
Pinto                                       ;2020/04/12 07:00:00;52;99;174;331,26;1132  
Alameda del Valle                           ;2020/04/12 07:00:00;;0;;0;0035  
Berzosa del Lozoya                          ;2020/04/12 07:00:00;;975,61;;975,61;0203  
Los Santos de la Humosa                     ;2020/04/12 07:00:00;;154,44;18;694,98;1375  
El Álamo                                    ;2020/04/12 07:00:00;13;137,28;33;348,47;0040  
Pelayos de la Presa                         ;2020/04/12 07:00:00;;154,08;15;577,81;1090  
Galapagar                                   ;2020/04/12 07:00:00;49;145,22;129;382,31;0611  
Griñón                                      ;2020/04/12 07:00:00;22;213,2;59;571,76;0663  
Gargantilla del Lozoya y Pinilla de Buitrago;2020/04/12 07:00:00;;0;;949,37;0632  
Aldea del Fresno                            ;2020/04/12 07:00:00;;176,18;28;986,61;0088  
Carabaña                                    ;2020/04/12 07:00:00;;149,25;11;547,26;0357  
Talamanca de Jarama                         ;2020/04/12 07:00:00;13;337,05;20;518,54;1454  
Chapinería                                  ;2020/04/12 07:00:00;;128,87;6;257,73;0513  
Ciempozuelos                                ;2020/04/12 07:00:00;33;134,19;139;565,22;0409  
Ajalvir                                     ;2020/04/12 07:00:00;;106,11;9;191;0029  
San Lorenzo de El Escorial                  ;2020/04/12 07:00:00;23;125,21;63;342,97;1317  
Gascones                                    ;2020/04/12 07:00:00;;0;;0;0647  
San Martín de la Vega                       ;2020/04/12 07:00:00;18;93,9;61;318,21;1322  
Móstoles                                    ;2020/04/12 07:00:00;597;285,39;1428;682,65;0920  
Leganés                                     ;2020/04/12 07:00:00;1126;593,07;2394;1260,92;0745  
Braojos                                     ;2020/04/12 07:00:00;;487,8;;975,61;0246  
Cubas de la Sagra                           ;2020/04/12 07:00:00;6;93,56;18;280,68;0506  
Algete                                      ;2020/04/12 07:00:00;47;228,03;80;388,14;0091  
Mejorada del Campo                          ;2020/04/12 07:00:00;65;279,28;147;631,61;0843  
Loeches                                     ;2020/04/12 07:00:00;20;227,51;47;534,64;0758  
Parla                                       ;2020/04/12 07:00:00;224;172,14;585;449,57;1065  
Fuentidueña de Tajo                         ;2020/04/12 07:00:00;;48,71;15;730,64;0604  
Ambite                                      ;2020/04/12 07:00:00;;506,76;6;1013,51;0112  
Torremocha de Jarama                        ;2020/04/12 07:00:00;;98,14;8;785,08;1533  
Anchuelo                                    ;2020/04/12 07:00:00;;157,36;7;550,75;0127  
Los Molinos                                 ;2020/04/12 07:00:00;15;341,76;36;820,23;0875  
Soto del Real                               ;2020/04/12 07:00:00;23;261,39;49;556,88;1441  
Valverde de Alcalá                          ;2020/04/12 07:00:00;;215,05;6;1290,32;1662  
Fuente el Saz de Jarama                     ;2020/04/12 07:00:00;13;194,15;20;298,69;0590  
Horcajo de la Sierra-Aoslos                 ;2020/04/12 07:00:00;;689,66;;2068,97;0702  
Valdeolmos-Alalpardo                        ;2020/04/12 07:00:00;;48,36;8;193,42;1625  
Campo Real                                  ;2020/04/12 07:00:00;14;225,44;21;338,16;0339  
Valdeavero                                  ;2020/04/12 07:00:00;;64,35;7;450,45;1564  
Villamanrique de Tajo                       ;2020/04/12 07:00:00;;0;;284,5;1739  
Cobeña                                      ;2020/04/12 07:00:00;10;134,63;29;390,41;0416  
Fresnedillas de la Oliva                    ;2020/04/12 07:00:00;;63,61;;190,84;0565  
Valdilecha                                  ;2020/04/12 07:00:00;;170,47;12;409,14;1659  
El Berrueco                                 ;2020/04/12 07:00:00;;657,89;7;921,05;0210  
Pezuela de las Torres                       ;2020/04/12 07:00:00;;0;;237,53;1111  
Villar del Olmo                             ;2020/04/12 07:00:00;;149,18;;198,91;1795  
Guadarrama                                  ;2020/04/12 07:00:00;45;280,69;84;523,95;0685  
San Martín de Valdeiglesias                 ;2020/04/12 07:00:00;17;200,97;50;591,09;1338  
Torrelodones                                ;2020/04/12 07:00:00;38;160,22;101;425,85;1527  
Boadilla del Monte                          ;2020/04/12 07:00:00;73;133,77;199;364,67;0225  
Torrejón de Velasco                         ;2020/04/12 07:00:00;;91,28;14;319,49;1505  
Villanueva de Perales                       ;2020/04/12 07:00:00;;319,9;;319,9;1782  
Tielmes                                     ;2020/04/12 07:00:00;;113,21;28;1056,6;1467  
San Sebastián de los Reyes                  ;2020/04/12 07:00:00;175;196,02;343;384,2;1343  
Guadalix de la Sierra                       ;2020/04/12 07:00:00;12;193,11;26;418,41;0679  
Humanes de Madrid                           ;2020/04/12 07:00:00;28;141,82;81;410,27;0730  
Chinchón                                    ;2020/04/12 07:00:00;12;225,1;23;431,44;0528  
Cadalso de los Vidrios                      ;2020/04/12 07:00:00;;32,91;;164,53;0318  
Hoyo de Manzanares                          ;2020/04/12 07:00:00;9;106,71;19;225,28;0724  
Torrejón de la Calzada                      ;2020/04/12 07:00:00;8;90,17;21;236,7;1492  
Estremera                                   ;2020/04/12 07:00:00;;158,73;;238,1;0552  
Corpa                                       ;2020/04/12 07:00:00;;0;6;841,51;0480  
Meco                                        ;2020/04/12 07:00:00;29;202,73;114;796,92;0838  
Madarcos                                    ;2020/04/12 07:00:00;;0;;0;0783  
Zarzalejo                                   ;2020/04/12 07:00:00;;180,94;;241,25;1837  
Arganda del Rey                             ;2020/04/12 07:00:00;120;216,65;269;485,66;0148  
Collado Mediano                             ;2020/04/12 07:00:00;7;100,6;12;172,46;0468  
Daganzo de Arriba                           ;2020/04/12 07:00:00;11;107,79;36;352,77;0534  
Manzanares El Real                          ;2020/04/12 07:00:00;15;169,68;28;316,74;0822  
Buitrago del Lozoya                         ;2020/04/12 07:00:00;;106,16;11;583,86;0278  
Valdelaguna                                 ;2020/04/12 07:00:00;;106,72;;106,72;1570  
Valdepiélagos                               ;2020/04/12 07:00:00;;0;;0;1631  
Casarrubuelos                               ;2020/04/12 07:00:00;;79,41;9;238,22;0360  
Miraflores de la Sierra                     ;2020/04/12 07:00:00;10;163,72;28;458,42;0856  
Paracuellos de Jarama                       ;2020/04/12 07:00:00;25;98,94;60;237,45;1049  
El Vellón                                   ;2020/04/12 07:00:00;;153,22;11;561,8;1684  
Lozoya                                      ;2020/04/12 07:00:00;;0;;172,12;0761  
Collado Villalba                            ;2020/04/12 07:00:00;122;191,59;260;408,3;0474  
Colmenarejo                                 ;2020/04/12 07:00:00;10;109,53;23;251,92;0442  
Villavieja del Lozoya                       ;2020/04/12 07:00:00;;0;;0;1821  
Prádena del Rincón                          ;2020/04/12 07:00:00;;0;;0;1179  
La Cabrera                                  ;2020/04/12 07:00:00;6;224,97;9;337,46;0301  
Sevilla la Nueva                            ;2020/04/12 07:00:00;21;225,37;34;364,89;1415  
La Acebeda                                  ;2020/04/12 07:00:00;;0;;0;0014  
Redueña                                     ;2020/04/12 07:00:00;;0;;384,62;1219  
Robledillo de la Jara                       ;2020/04/12 07:00:00;;1250;;1250;1245  
La Serna del Monte                          ;2020/04/12 07:00:00;;0;;0;1381  
Colmenar de Oreja                           ;2020/04/12 07:00:00;9;112,05;20;249;0437  
Rozas de Puerto Real                        ;2020/04/12 07:00:00;;188,68;;188,68;1283  
Valdemanco                                  ;2020/04/12 07:00:00;;109,41;;109,41;1586  
Brunete                                     ;2020/04/12 07:00:00;9;83,83;49;456,41;0262  
Titulcia                                    ;2020/04/12 07:00:00;;76,16;;380,81;1473  
Villa del Prado                             ;2020/04/12 07:00:00;27;414,11;52;797,55;1718  
Lozoyuela-Navas-Sieteiglesias               ;2020/04/12 07:00:00;;230,95;;230,95;9015  
Quijorna                                    ;2020/04/12 07:00:00;;145,39;12;348,94;1198  
Valdemoro                                   ;2020/04/12 07:00:00;88;115,82;553;727,79;1610  
Tres Cantos                                 ;2020/04/12 07:00:00;139;291,27;248;519,68;9036  
Torrelaguna                                 ;2020/04/12 07:00:00;9;189,08;14;294,12;1512  
Rivas-Vaciamadrid                           ;2020/04/12 07:00:00;174;197,39;443;502,55;1230  
El Atazar                                   ;2020/04/12 07:00:00;;0;;0;0164  
Pedrezuela                                  ;2020/04/12 07:00:00;9;152,75;15;254,58;1087  
Santa María de la Alameda                   ;2020/04/12 07:00:00;;79,74;;79,74;1356  
Horcajuelo de la Sierra                     ;2020/04/12 07:00:00;;0;;0;0719  
Arroyomolinos                               ;2020/04/12 07:00:00;58;184,74;126;401,33;0151  
Moralzarzal                                 ;2020/04/12 07:00:00;26;199,6;52;399,2;0908  
Canencia                                    ;2020/04/12 07:00:00;;223,71;;223,71;0344  
Villarejo de Salvanés                       ;2020/04/12 07:00:00;11;149,97;32;436,26;1809  
Serranillos del Valle                       ;2020/04/12 07:00:00;9;216,09;23;552,22;1408  
Villaviciosa de Odón                        ;2020/04/12 07:00:00;41;147,3;147;528,11;1816  
Camarma de Esteruelas                       ;2020/04/12 07:00:00;7;95,42;35;477,1;0323  
Robledo de Chavela                          ;2020/04/12 07:00:00;9;210,77;12;281,03;1258  
Patones                                     ;2020/04/12 07:00:00;;554,53;;739,37;1071  
Navalagamella                               ;2020/04/12 07:00:00;;38,31;;191,57;0954  
Rascafría                                   ;2020/04/12 07:00:00;;180,29;;300,48;1202  
El Boalo                                    ;2020/04/12 07:00:00;15;199,79;24;319,66;0231  
Majadahonda                                 ;2020/04/12 07:00:00;100;139,23;336;467,8;0800  
